date,arrival_time,company,truck_id,waste_type,quantity_tons,quality_score,moisture_content,contamination_level,heating_value_MJ_per_kg
2022-01-02,2022-01-02 15:19:00,CommercialServices Inc,Com2,Commercial,22.02232854232149,6.178158330845387,24.453047017408657,3.8218416691546127,8.805589348194912
2022-01-02,2022-01-02 15:54:00,CommercialServices Inc,Com3,Commercial,22.806323869148684,6.910412171799636,24.453047017408657,3.089587828200364,9.024078020182582
2022-01-02,2022-01-02 17:44:00,GreenWaste Solutions,Gre2,Organic,11.053038084962216,6.30636571380691,73.35914105222598,3.69363428619309,2.5954738209229355
2022-01-02,2022-01-02 17:54:00,GreenWaste Solutions,Gre1,Organic,8.13782895941957,5.875735951168863,73.35914105222598,4.124264048831137,2.557764656816387
2022-01-03,2022-01-03 06:07:00,RegionalWaste Management,Reg2,Commercial,32.29633002483991,8.074096769520725,24.27960302696387,1.9259032304792747,9.385023800841545
2022-01-03,2022-01-03 07:08:00,CommercialServices Inc,Com1,Commercial,21.63790710523375,6.935382284506077,24.27960302696387,3.064617715493923,9.044758376092437
2022-01-03,2022-01-03 07:43:00,MunicipalWaste Co,Mun6,Municipal,20.671461978015813,6.898854472316471,36.419404540445804,3.1011455276835287,7.09534975614978
2022-01-03,2022-01-03 07:46:00,RegionalWaste Management,Reg3,Municipal,18.22527941252114,5.785797723307881,36.419404540445804,4.214202276692119,6.834120665373126
2022-01-03,2022-01-03 08:09:00,MunicipalWaste Co,Mun1,Municipal,9.02584091028261,6.777579554926349,36.419404540445804,3.2224204450736513,7.066887113582766
2022-01-03,2022-01-03 08:34:00,MunicipalWaste Co,Mun4,Municipal,14.140449050258846,6.499011492460783,36.419404540445804,3.5009885075392173,7.001508522830666
2022-01-03,2022-01-03 09:56:00,CommercialServices Inc,Com2,Municipal,23.25244582809225,6.935617137000353,36.419404540445804,3.064382862999647,7.103977777567782
2022-01-03,2022-01-03 10:06:00,IndustrialProcess Ltd,Ind2,Commercial,29.598548245477673,8.532810309032088,24.27960302696387,1.4671896909679116,9.522094470806712
2022-01-03,2022-01-03 10:13:00,GreenWaste Solutions,Gre3,Organic,8.79026702641327,6.249227702260783,72.83880908089161,3.750772297739217,2.6098652570086576
2022-01-03,2022-01-03 10:21:00,IndustrialProcess Ltd,Ind4,Industrial,38.954279784893586,8.52967474717143,18.209702270222902,1.4703252528285695,12.510673580901093
2022-01-03,2022-01-03 10:22:00,MunicipalWaste Co,Mun3,Municipal,17.565806111414346,5.798971414301021,36.419404540445804,4.201028585698979,6.837212467586603
2022-01-03,2022-01-03 10:45:00,GreenWaste Solutions,Gre1,Organic,8.7028440739928,5.692171955943803,72.83880908089161,4.307828044056197,2.56072007188488
2022-01-03,2022-01-03 11:11:00,MunicipalWaste Co,Mun2,Municipal,13.75706017655015,6.42003149761379,36.419404540445804,3.57996850238621,6.982972296118235
2022-01-03,2022-01-03 12:28:00,IndustrialProcess Ltd,Ind1,Industrial,32.984874684164794,8.590493467927065,18.209702270222902,1.4095065320729354,12.534553409229268
2022-01-03,2022-01-03 13:46:00,IndustrialProcess Ltd,Ind3,Industrial,40.16564206043308,8.81355534400222,18.209702270222902,1.1864446559977804,12.622136298856915
2022-01-03,2022-01-03 13:53:00,BuildRight Construction,Bui2,Construction,13.587487724277882,6.8056029660791655,21.851642724267478,3.1943970339208345,6.126921461443913
2022-01-03,2022-01-03 14:01:00,BuildRight Construction,Bui3,Construction,16.660002894994737,5.550456628321171,21.851642724267478,4.449543371678829,5.87176371607212
2022-01-03,2022-01-03 14:36:00,MunicipalWaste Co,Mun5,Municipal,20.524612396396765,6.470429930909207,36.419404540445804,3.529570069090793,6.99480056715478
2022-01-03,2022-01-03 14:38:00,RegionalWaste Management,Reg4,Municipal,17.035942956163034,5.978949298606119,36.419404540445804,4.021050701393881,6.879452415476774
2022-01-03,2022-01-03 14:47:00,BuildRight Construction,Bui1,Construction,12.604408797174369,6.380246803091268,21.851642724267478,3.619753196908732,6.040451130245835
2022-01-03,2022-01-03 14:52:00,CommercialServices Inc,Com4,Municipal,15.598541985474233,6.64952401110999,36.419404540445804,3.35047598889001,7.0368330904524505
2022-01-03,2022-01-03 14:58:00,CommercialServices Inc,Com3,Commercial,24.362482281170845,5.942213130993561,24.27960302696387,4.057786869006439,8.747984137848425
2022-01-03,2022-01-03 15:24:00,GreenWaste Solutions,Gre2,Organic,11.197973477585595,5.364500986660275,72.83880908089161,4.635499013339725,2.531811923011817
2022-01-03,2022-01-03 15:40:00,RegionalWaste Management,Reg1,Organic,11.040346218529105,6.087101673303672,72.83880908089161,3.912898326696328,2.5955619960528926
2022-01-03,2022-01-03 15:46:00,RegionalWaste Management,Reg6,Municipal,19.45466284282025,6.866764566451358,36.419404540445804,3.1332354335486423,7.087818408857993
2022-01-03,2022-01-03 17:33:00,GreenWaste Solutions,Gre4,Organic,12.957032126888542,6.611817101138294,72.83880908089161,3.3881828988617064,2.6418540180071206
2022-01-03,2022-01-03 19:07:00,RegionalWaste Management,Reg8,Municipal,17.2979514740835,7.750131566694264,36.419404540445804,2.2498684333057364,7.295140415126852
2022-01-03,2022-01-03 19:38:00,RegionalWaste Management,Reg5,Industrial,28.33572699155226,7.1842530832128615,18.209702270222902,2.8157469167871385,11.982407975094807
2022-01-03,2022-01-03 19:56:00,RegionalWaste Management,Reg7,Municipal,23.71356585066081,7.10875398214377,36.419404540445804,2.89124601785623,7.144612166314841
2022-01-04,2022-01-04 06:06:00,MunicipalWaste Co,Mun3,Municipal,14.94915668862775,7.456730175773128,36.76477007763274,2.543269824226872,7.202832925046975
2022-01-04,2022-01-04 07:17:00,CommercialServices Inc,Com1,Municipal,11.536362247491573,6.507494913197836,36.76477007763274,3.492505086802164,6.980774825008606
2022-01-04,2022-01-04 07:28:00,CommercialServices Inc,Com4,Municipal,10.443431065727081,6.962315577270327,36.76477007763274,3.037684422729673,7.087172697595136
2022-01-04,2022-01-04 08:08:00,MunicipalWaste Co,Mun1,Municipal,16.400206359927015,6.912891262723543,36.76477007763274,3.0871087372764574,7.075610685713927
2022-01-04,2022-01-04 08:16:00,BuildRight Construction,Bui2,Construction,20.557845083104194,5.858324227485266,22.058862046579645,4.141675772514734,5.9241874395607095
2022-01-04,2022-01-04 08:33:00,MunicipalWaste Co,Mun4,Municipal,19.70803270419062,7.020038097637724,36.76477007763274,2.979961902362276,7.100675939317778
2022-01-04,2022-01-04 08:49:00,CommercialServices Inc,Com3,Municipal,9.806271428261102,6.727196058848425,36.76477007763274,3.272803941151575,7.032170322945613
2022-01-04,2022-01-04 10:35:00,IndustrialProcess Ltd,Ind1,Industrial,36.47462357773437,7.722068591925738,18.38238503881637,2.277931408074262,12.176682945831852
2022-01-04,2022-01-04 11:24:00,IndustrialProcess Ltd,Ind3,Industrial,44.221924780252294,8.083538023657665,18.38238503881637,1.916461976342335,12.318413478748564
2022-01-04,2022-01-04 12:45:00,RegionalWaste Management,Reg1,Industrial,22.749410458836817,5.191182709607621,18.38238503881637,4.808817290392379,11.184334012939638
2022-01-04,2022-01-04 13:04:00,MunicipalWaste Co,Mun2,Municipal,11.654461850771362,6.234101771112757,36.76477007763274,3.7658982288872433,6.916818960652885
2022-01-04,2022-01-04 13:06:00,IndustrialProcess Ltd,Ind2,Industrial,53.94295194911947,8.700961269807493,18.38238503881637,1.2990387301925068,12.560502347211663
2022-01-04,2022-01-04 13:31:00,BuildRight Construction,Bui1,Industrial,33.220993045819576,5.502307483923882,18.38238503881637,4.497692516076118,11.306324632882676
2022-01-04,2022-01-04 13:43:00,RegionalWaste Management,Reg5,Municipal,15.105978737399866,6.648126927961038,36.76477007763274,3.351873072038962,7.013673390026261
2022-01-04,2022-01-04 13:58:00,BuildRight Construction,Bui3,Construction,25.162112281261468,6.783215933790299,22.058862046579645,3.2167840662097014,6.111885990697472
2022-01-04,2022-01-04 14:33:00,RegionalWaste Management,Reg4,Commercial,19.79892476218056,7.390410912255909,24.509846718421826,2.609589087744091,9.162901587982153
2022-01-04,2022-01-04 14:47:00,CommercialServices Inc,Com2,Commercial,14.93065563566613,7.331857629965136,24.509846718421826,2.6681423700348637,9.145438938931468
2022-01-04,2022-01-04 14:56:00,MunicipalWaste Co,Mun5,Organic,5.64429133846803,6.396619743711461,73.52954015526548,3.6033802562885393,2.596994032841231
2022-01-04,2022-01-04 15:27:00,RegionalWaste Management,Reg2,Municipal,14.459930638373407,6.44607133316129,36.76477007763274,3.5539286668387096,6.966405780770336
2022-01-04,2022-01-04 16:53:00,CommercialServices Inc,Com5,Commercial,18.925414133375362,6.303829344211229,24.509846718421826,3.6961706557887712,8.838844731639258
2022-01-04,2022-01-04 19:33:00,RegionalWaste Management,Reg3,Commercial,26.761618299508186,5.612677033334674,24.509846718421826,4.387322966665326,8.63271879346434
2022-01-05,2022-01-05 06:20:00,MunicipalWaste Co,Mun3,Municipal,9.865377458558493,5.139543475826227,39.219809538185665,4.860456524173773,6.50663091884715
2022-01-05,2022-01-05 06:30:00,MunicipalWaste Co,Mun6,Municipal,16.56591739682072,6.883285470814719,39.219809538185665,3.1167145291852814,6.905111397484083
2022-01-05,2022-01-05 06:44:00,CommercialServices Inc,Com3,Municipal,7.287366731791557,5.452450655883898,39.219809538185665,4.547549344116102,6.578136567754306
2022-01-05,2022-01-05 07:11:00,MunicipalWaste Co,Mun5,Organic,7.156853920274962,5.7302226107350664,75.0,4.2697773892649336,2.4849340332178484
2022-01-05,2022-01-05 07:40:00,CommercialServices Inc,Com4,Commercial,17.442508808760604,7.453015921128481,26.146539692123774,2.5469840788715192,9.05459534465768
2022-01-05,2022-01-05 07:49:00,CommercialServices Inc,Com2,Commercial,13.895224923667742,8.068802870406007,26.146539692123774,1.9311971295939934,9.235704887661424
2022-01-05,2022-01-05 08:08:00,BuildRight Construction,Bui1,Construction,13.53171133296397,5.743267197792181,23.531885722911397,4.256732802207819,5.828882362742684
2022-01-05,2022-01-05 12:43:00,GreenWaste Solutions,Gre2,Organic,5.476051884552777,5.699835190653019,75.0,4.300164809346981,2.482335908800833
2022-01-05,2022-01-05 14:44:00,MunicipalWaste Co,Mun4,Municipal,11.604394677412241,5.486820316901715,39.219809538185665,4.513179683098285,6.585990733687301
2022-01-05,2022-01-05 14:49:00,MunicipalWaste Co,Mun2,Municipal,7.673733656036293,6.289380343937783,39.219809538185665,3.7106196560622173,6.76939200785935
2022-01-05,2022-01-05 15:17:00,GreenWaste Solutions,Gre3,Organic,6.545762937280977,5.533526761816141,75.0,4.466473238183859,2.46811653813528
2022-01-05,2022-01-05 16:53:00,CommercialServices Inc,Com1,Municipal,8.718892320504628,6.047209097343696,39.219809538185665,3.9527909026563037,6.7140509571005484
2022-01-05,2022-01-05 17:13:00,GreenWaste Solutions,Gre1,Organic,3.3773900838275566,6.242292367430338,75.0,3.7577076325696623,2.5287159974152944
2022-01-05,2022-01-05 18:55:00,MunicipalWaste Co,Mun1,Municipal,12.765269233891152,6.279612349940288,39.219809538185665,3.7203876500597124,6.767159822745595
2022-01-06,2022-01-06 05:17:00,BuildRight Construction,Bui3,Construction,8.001693350319737,5.525343844145669,22.417872554983518,4.474656155854331,5.839206275517133
2022-01-06,2022-01-06 06:06:00,MunicipalWaste Co,Mun3,Municipal,14.930804877851399,6.781055876490123,37.363120924972534,3.2189441235098766,7.005038118883938
2022-01-06,2022-01-06 06:42:00,MunicipalWaste Co,Mun1,Municipal,13.69658872422266,6.996081068291674,37.363120924972534,3.003918931708326,7.055056057305178
2022-01-06,2022-01-06 07:11:00,CommercialServices Inc,Com1,Municipal,6.147433165553826,7.236837283573274,37.363120924972534,2.7631627164267263,7.111059400213945
2022-01-06,2022-01-06 08:47:00,RegionalWaste Management,Reg1,Municipal,12.560132693769194,4.848763910040113,37.363120924972534,5.151236089959887,6.555559340234823
2022-01-06,2022-01-06 08:54:00,MunicipalWaste Co,Mun4,Municipal,13.30457518091856,6.857157239853717,37.363120924972534,3.1428427601462827,7.02274038564906
2022-01-06,2022-01-06 09:54:00,GreenWaste Solutions,Gre2,Organic,5.25348486103051,4.935749435923014,74.72624184994507,5.064250564076986,2.4267575804427706
2022-01-06,2022-01-06 09:54:00,CommercialServices Inc,Com2,Commercial,11.520076557929638,7.101400541482709,24.908747283315023,2.8985994585172907,9.046114636232472
2022-01-06,2022-01-06 10:00:00,BuildRight Construction,Bui1,Construction,9.839552204691755,4.354097161215732,22.417872554983518,5.645902838784268,5.60221859451281
2022-01-06,2022-01-06 10:17:00,IndustrialProcess Ltd,Ind3,Commercial,40.47545584973361,9.043259932628148,24.908747283315023,0.956740067371852,9.62329341926372
2022-01-06,2022-01-06 11:35:00,BuildRight Construction,Bui2,Construction,10.054521509297532,5.93641905776293,22.417872554983518,4.06358094223707,5.92238240144631
2022-01-06,2022-01-06 11:57:00,IndustrialProcess Ltd,Ind2,Commercial,46.01224713143929,8.844831556409567,24.908747283315023,1.1551684435904335,9.56431456156324
2022-01-06,2022-01-06 12:21:00,GreenWaste Solutions,Gre1,Municipal,8.04161432991653,6.835096234627497,37.363120924972534,3.164903765372503,7.017608679956016
2022-01-06,2022-01-06 13:17:00,IndustrialProcess Ltd,Ind1,Industrial,42.890536903203596,8.581418169284783,18.681560462486267,1.4185818307152172,12.483553492677787
2022-01-06,2022-01-06 13:23:00,RegionalWaste Management,Reg3,Organic,7.083322554698079,6.3595719184405555,74.72624184994507,3.6404280815594445,2.5489855292891344
2022-01-06,2022-01-06 13:31:00,MunicipalWaste Co,Mun2,Municipal,9.05443988540925,6.780155242842583,37.363120924972534,3.219844757157417,7.004828618601922
2022-01-06,2022-01-06 14:57:00,RegionalWaste Management,Reg4,Commercial,18.30241291887862,7.298181723865774,24.908747283315023,2.701818276134226,9.104603898580304
2022-01-06,2022-01-06 15:12:00,CommercialServices Inc,Com4,Commercial,10.396203542310475,5.2544507012110255,24.908747283315023,4.7455492987889745,8.497145814911708
2022-01-06,2022-01-06 15:48:00,CommercialServices Inc,Com3,Municipal,7.780417140517189,6.942384830074694,37.363120924972534,3.057615169925306,7.042565543453815
2022-01-06,2022-01-06 16:59:00,GreenWaste Solutions,Gre3,Organic,3.893290153176835,5.760051009957496,74.72624184994507,4.239948990042504,2.4975196957079526
2022-01-06,2022-01-06 20:53:00,RegionalWaste Management,Reg2,Municipal,10.79777078803869,7.409476179570935,37.363120924972534,2.5905238204290653,7.15121767932894
2022-01-07,2022-01-07 05:23:00,MunicipalWaste Co,Mun4,Municipal,8.855667267564447,7.559447079114543,34.41050798304742,2.440552920885457,7.387230861183724
2022-01-07,2022-01-07 05:39:00,RegionalWaste Management,Reg7,Organic,7.63275964743769,6.49983710366948,68.82101596609483,3.5001628963305196,2.783002813965616
2022-01-07,2022-01-07 07:22:00,MunicipalWaste Co,Mun2,Municipal,7.6543271951370695,7.7521764303601906,34.41050798304742,2.2478235696398094,7.433317234516572
2022-01-07,2022-01-07 07:30:00,CommercialServices Inc,Com1,Commercial,14.809050492308488,7.195620939259647,22.940338655364947,2.804379060740353,9.22555527261874
2022-01-07,2022-01-07 09:04:00,GreenWaste Solutions,Gre1,Organic,6.834141138640404,6.560309060355452,68.82101596609483,3.4396909396445476,2.788643971883392
2022-01-07,2022-01-07 10:14:00,BuildRight Construction,Bui2,Construction,16.544152498517256,5.9347752175860915,20.64630478982845,4.0652247824139085,6.009158525417029
2022-01-07,2022-01-07 10:43:00,RegionalWaste Management,Reg4,Commercial,17.6115610793222,6.095135212091076,22.940338655364947,3.9048647879089238,8.892999109309994
2022-01-07,2022-01-07 10:54:00,RegionalWaste Management,Reg5,Municipal,6.591146857792382,6.039061539468004,34.41050798304742,3.960938460531996,7.023668927637309
2022-01-07,2022-01-07 11:58:00,IndustrialProcess Ltd,Ind1,Industrial,27.345852125759837,8.223212751178504,17.20525399152371,1.7767872488214955,12.490189808020693
2022-01-07,2022-01-07 12:42:00,RegionalWaste Management,Reg3,Commercial,17.162721478305716,6.096398235549344,22.940338655364947,3.9036017644506558,8.893380782806597
2022-01-07,2022-01-07 13:30:00,IndustrialProcess Ltd,Ind2,Industrial,23.9569116730436,8.297772040272369,17.20525399152371,1.7022279597276313,12.519700631868126
2022-01-07,2022-01-07 13:37:00,MunicipalWaste Co,Mun1,Municipal,12.835923123146916,7.542260694166741,34.41050798304742,2.4577393058332593,7.38312116980653
2022-01-07,2022-01-07 13:38:00,RegionalWaste Management,Reg1,Municipal,13.835831169034329,7.114134797715444,34.41050798304742,2.885865202284556,7.2807456376429505
2022-01-07,2022-01-07 13:51:00,BuildRight Construction,Bui1,Construction,13.620238963457611,4.903879634328714,20.64630478982845,5.096120365671286,5.797501015258205
2022-01-07,2022-01-07 14:21:00,RegionalWaste Management,Reg6,Municipal,13.191630154282526,6.172718531131317,34.41050798304742,3.8272814688686827,7.055629633033393
2022-01-07,2022-01-07 14:55:00,MunicipalWaste Co,Mun5,Municipal,15.903715641846006,7.452598868005534,34.41050798304742,2.547401131994466,7.361680800877443
2022-01-07,2022-01-07 16:08:00,GreenWaste Solutions,Gre2,Municipal,7.7339114073014255,6.35545039215629,34.41050798304742,3.64454960784371,7.099325358217822
2022-01-07,2022-01-07 16:44:00,RegionalWaste Management,Reg2,Industrial,16.065258921154147,7.152184909308362,17.20525399152371,2.847815090691638,12.066273293240942
2022-01-07,2022-01-07 16:58:00,CommercialServices Inc,Com2,Commercial,18.036747243051586,6.449458888825431,22.940338655364947,3.550541111174569,9.000072303986853
2022-01-07,2022-01-07 18:21:00,MunicipalWaste Co,Mun3,Organic,7.937061444478983,7.118263137708777,68.82101596609483,2.8817368622912234,2.8406930080599806
2022-01-08,2022-01-08 05:37:00,RegionalWaste Management,Reg3,Municipal,13.158909421443754,7.683308718906654,37.06279165858721,2.3166912810933464,7.235455076615419
2022-01-08,2022-01-08 06:45:00,RegionalWaste Management,Reg2,Commercial,18.29746548246648,5.90653851653337,24.70852777239147,4.09346148346663,8.705718918079743
2022-01-08,2022-01-08 07:21:00,MunicipalWaste Co,Mun1,Municipal,5.818143364836776,6.250608055378974,37.06279165858721,3.749391944621026,6.901239616678389
2022-01-08,2022-01-08 08:37:00,BuildRight Construction,Bui1,Construction,13.15909052429185,6.599280175283932,22.23767499515232,3.4007198247160684,6.0655659340551145
2022-01-08,2022-01-08 08:45:00,RegionalWaste Management,Reg4,Industrial,13.975250122348974,7.499542249496225,18.531395829293604,2.5004577505037746,12.074958913033853
2022-01-08,2022-01-08 08:58:00,MunicipalWaste Co,Mun2,Municipal,12.21033145833581,6.801382043002662,37.06279165858721,3.198617956997338,7.0297222692526935
2022-01-08,2022-01-08 13:38:00,MunicipalWaste Co,Mun3,Municipal,9.554750530022602,5.944569724449718,37.06279165858721,4.055430275550282,6.829848052387468
2022-01-08,2022-01-08 15:22:00,GreenWaste Solutions,Gre1,Municipal,6.307014309725186,6.109808015177431,37.06279165858721,3.890191984822569,6.868394269849803
2022-01-08,2022-01-08 18:15:00,RegionalWaste Management,Reg1,Municipal,10.838043084070643,6.300071567454883,37.06279165858721,3.699928432545117,6.912778293848989
2022-01-08,2022-01-08 19:59:00,IndustrialProcess Ltd,Ind1,Industrial,28.66393072471224,8.431995605356603,18.531395829293604,1.5680043946433972,12.440131987147149
2022-01-09,2022-01-09 13:06:00,IndustrialProcess Ltd,Ind1,Industrial,26.72333243994702,8.961797311829462,17.07859930499728,1.0382026881705375,12.795408663580742
2022-01-09,2022-01-09 14:40:00,BuildRight Construction,Bui1,Construction,9.707318165424239,6.495314644101135,20.494319165996732,3.5046853558988653,6.131861556925569
2022-01-09,2022-01-09 17:16:00,GreenWaste Solutions,Gre1,Organic,6.578211546416095,6.426799789199349,68.31439721998912,3.5732002108006506,2.7951865621857923
2022-01-09,2022-01-09 18:04:00,RegionalWaste Management,Reg1,Commercial,16.001271828077066,6.226063046511283,22.771465739996373,3.7739369534887173,8.94514352620838
2022-01-10,2022-01-10 08:49:00,MunicipalWaste Co,Mun3,Organic,9.330484103889285,6.373318984146634,75.0,3.626681015853366,2.5399187731445374
2022-01-10,2022-01-10 10:01:00,IndustrialProcess Ltd,Ind1,Industrial,21.108100704413932,8.58769833599639,19.395443401415047,1.4123016640036106,12.414228177567999
2022-01-10,2022-01-10 10:26:00,GreenWaste Solutions,Gre2,Organic,4.495409495353789,4.819992857067431,75.0,5.180007142932569,2.4071093892792654
2022-01-10,2022-01-10 10:49:00,IndustrialProcess Ltd,Ind2,Industrial,27.242228059626235,8.984944175728943,19.395443401415047,1.015055824271057,12.56871881396456
2022-01-10,2022-01-10 12:28:00,GreenWaste Solutions,Gre3,Organic,4.832475398010197,5.947439752642867,75.0,4.052560247357133,2.5035060988509654
2022-01-10,2022-01-10 13:19:00,BuildRight Construction,Bui1,Construction,17.281480064378275,6.57333365444738,23.274532081698055,3.4266663455526203,6.00821309422425
2022-01-10,2022-01-10 13:29:00,MunicipalWaste Co,Mun5,Municipal,12.97678871318168,6.124939905406839,38.790886802830094,3.8750600945931613,6.759674913746319
2022-01-10,2022-01-10 13:47:00,RegionalWaste Management,Reg3,Municipal,12.57938978617009,6.78828956534002,38.790886802830094,3.21171043465998,6.911891169565265
2022-01-10,2022-01-10 14:09:00,MunicipalWaste Co,Mun4,Municipal,12.914803036446006,6.478093108930767,38.790886802830094,3.521906891069233,6.840711600154349
2022-01-10,2022-01-10 14:16:00,CommercialServices Inc,Com1,Commercial,22.36290252171524,7.454415611456047,25.860591201886727,2.5455843885439533,9.077192358615632
2022-01-10,2022-01-10 14:35:00,MunicipalWaste Co,Mun2,Municipal,13.67929752015911,5.802692593138586,38.790886802830094,4.197307406861414,6.685730081504854
2022-01-10,2022-01-10 14:48:00,MunicipalWaste Co,Mun1,Municipal,12.918901310936116,6.296761559038093,38.790886802830094,3.703238440961907,6.799102157572756
2022-01-10,2022-01-10 15:47:00,BuildRight Construction,Bui2,Construction,5.871423853339926,6.494418937807628,23.274532081698055,3.5055810621923724,5.992359223445682
2022-01-10,2022-01-10 15:51:00,CommercialServices Inc,Com4,Commercial,21.224219426764222,6.134963697034374,25.860591201886727,3.865036302965626,8.688176621978732
2022-01-10,2022-01-10 15:52:00,CommercialServices Inc,Com2,Municipal,11.482453672716552,6.629739677185798,38.790886802830094,3.370260322814202,6.875509345931287
2022-01-10,2022-01-10 16:31:00,CommercialServices Inc,Com3,Commercial,17.517497594025013,6.175664063670748,25.860591201886727,3.824335936329252,8.700176364398585
2022-01-10,2022-01-10 16:43:00,GreenWaste Solutions,Gre1,Organic,4.140857295182084,5.390453121823768,75.0,4.609546878176232,2.4558837419159327
2022-01-10,2022-01-10 18:00:00,RegionalWaste Management,Reg1,Organic,8.609745759178564,5.060718900193021,75.0,4.939281099806979,2.4276914659665034
2022-01-10,2022-01-10 19:53:00,RegionalWaste Management,Reg2,Municipal,11.000263672950174,6.683824175541012,38.790886802830094,3.3161758244589876,6.887919904547245
2022-01-11,2022-01-11 05:16:00,CommercialServices Inc,Com1,Commercial,11.140183843685158,6.751000280405756,25.453045378396475,3.248999719594244,8.900700571149786
2022-01-11,2022-01-11 05:37:00,BuildRight Construction,Bui2,Construction,7.003696569995531,4.290109576763209,22.907740840556826,5.709890423236791,5.566537970625044
2022-01-11,2022-01-11 05:43:00,IndustrialProcess Ltd,Ind2,Industrial,25.62090886193753,8.721255183798934,19.089784033797358,1.2787448162010655,12.49703204064399
2022-01-11,2022-01-11 06:16:00,RegionalWaste Management,Reg6,Organic,6.46754578471599,6.026708474662591,75.0,3.973291525337409,2.5102835745836516
2022-01-11,2022-01-11 06:49:00,RegionalWaste Management,Reg3,Commercial,18.014843145262176,7.285264440909196,25.453045378396475,2.714735559090804,9.058767071129237
2022-01-11,2022-01-11 07:38:00,RegionalWaste Management,Reg5,Industrial,15.551921206282687,6.551454301723616,19.089784033797358,3.4485456982763836,11.651097888950853
2022-01-11,2022-01-11 07:51:00,MunicipalWaste Co,Mun1,Municipal,15.740700503751157,6.150023819567282,38.179568067594715,3.8499761804327184,6.805173143140468
2022-01-11,2022-01-11 08:16:00,MunicipalWaste Co,Mun4,Municipal,11.069953469060097,7.1321381929637235,38.179568067594715,2.8678618070362765,7.031858941595145
2022-01-11,2022-01-11 08:34:00,MunicipalWaste Co,Mun5,Municipal,16.08897111981596,6.126283466861972,38.179568067594715,3.873716533138028,6.79969353612689
2022-01-11,2022-01-11 08:40:00,RegionalWaste Management,Reg2,Commercial,16.806897411876864,6.293598803374103,25.453045378396475,3.7064011966258974,8.765374536006993
2022-01-11,2022-01-11 08:48:00,MunicipalWaste Co,Mun3,Municipal,12.240916775962125,6.921121139844542,38.179568067594715,3.0788788601554584,6.983153240436889
2022-01-11,2022-01-11 09:46:00,CommercialServices Inc,Com2,Commercial,10.235008672991901,6.715210362849637,25.453045378396475,3.2847896371503627,8.89011182606661
2022-01-11,2022-01-11 10:16:00,IndustrialProcess Ltd,Ind1,Industrial,27.478359004714424,8.71593925939481,19.089784033797358,1.2840607406051898,12.494959536185899
2022-01-11,2022-01-11 10:53:00,RegionalWaste Management,Reg4,Municipal,9.463817625987383,6.209211327830495,38.179568067594715,3.790788672169505,6.818834451774808
2022-01-11,2022-01-11 11:45:00,GreenWaste Solutions,Gre1,Municipal,6.375281143762436,6.8675525759750595,38.179568067594715,3.1324474240249405,6.970788863128339
